ontology ID	label	definition
unit:mol	mole	An SI base unit which 1) is the SI unit of amount of substance and 2) is defined such that one mole contains exactly 6.022 140 76 × 10²³ elementary entities. This number is the fixed numerical value of the Avogadro constant
unit:mol-1	reciprocal mole	A unit which is equal to the reciprocal of 1 mole.
unit:mol.EL-1	mole per exalitre	A unit which is equal to 1 mole per 10¹⁸ litre.
unit:mol.Em-1	mole per exametre	A unit which is equal to 1 mole per 10¹⁸ metre.
unit:mol.GL-1	mole per gigalitre	A unit which is equal to 1 mole per 10⁹ litre.
unit:mol.Gm-1	mole per gigametre	A unit which is equal to 1 mole per 10⁹ metre.
unit:mol.L-1	mole per litre	A unit which is equal to 1 mole per 1 litre.
unit:mol.ML-1	mole per megalitre	A unit which is equal to 1 mole per 10⁶ litre.
unit:mol.Mm-1	mole per megametre	A unit which is equal to 1 mole per 10⁶ metre.
unit:mol.PL-1	mole per petalitre	A unit which is equal to 1 mole per 10¹⁵ litre.
unit:mol.Pm-1	mole per petametre	A unit which is equal to 1 mole per 10¹⁵ metre.
unit:mol.TL-1	mole per teralitre	A unit which is equal to 1 mole per 10¹² litre.
unit:mol.Tm-1	mole per terametre	A unit which is equal to 1 mole per 10¹² metre.
unit:mol.aL-1	mole per attolitre	A unit which is equal to 1 mole per 10⁻¹⁸ litre.
unit:mol.am-1	mole per attometre	A unit which is equal to 1 mole per 10⁻¹⁸ metre.
unit:mol.cL-1	mole per centilitre	A unit which is equal to 1 mole per 10⁻² litre.
unit:mol.cm-1	mole per centimetre	A unit which is equal to 1 mole per 10⁻² metre.
unit:mol.dL-1	mole per decilitre	A unit which is equal to 1 mole per 10⁻¹ litre.
unit:mol.daL-1	mole per decalitre	A unit which is equal to 1 mole per 10¹ litre.
unit:mol.dam-1	mole per decametre	A unit which is equal to 1 mole per 10¹ metre.
unit:mol.dm-1	mole per decimetre	A unit which is equal to 1 mole per 10⁻¹ metre.
unit:mol.dm-3	mole per cubic decimetre	A unit which is equal to 1 mole per 10⁻¹ cubic metre.
unit:mol.fL-1	mole per femtolitre	A unit which is equal to 1 mole per 10⁻¹⁵ litre.
unit:mol.fm-1	mole per femtometre	A unit which is equal to 1 mole per 10⁻¹⁵ metre.
unit:mol.g-1.h-1	mole per gram hour	A unit which is equal to 1 mole per 1 gram by 1 hour.
unit:mol.h-1	mole per hour	A unit which is equal to 1 mole per 1 hour.
unit:mol.hL-1	mole per hectolitre	A unit which is equal to 1 mole per 10² litre.
unit:mol.hm-1	mole per hectometre	A unit which is equal to 1 mole per 10² metre.
unit:mol.kL-1	mole per kilolitre	A unit which is equal to 1 mole per 10³ litre.
unit:mol.kg-1	mole per kilogram	A unit which is equal to 1 mole per 10³ gram.
unit:mol.km-1	mole per kilometre	A unit which is equal to 1 mole per 10³ metre.
unit:mol.m-1	mole per metre	A unit which is equal to 1 mole per 1 metre.
unit:mol.m-2	mole per square metre	A unit which is equal to 1 mole per 1 square metre.
unit:mol.m-2.s-1	mole per square metre second	A unit which is equal to 1 mole per 1 square metre by 1 second.
unit:mol.m-2.s-1.sr-1	mole per square metre second steradian	A unit which is equal to 1 mole per 1 square metre by 1 second by 1 steradian.
unit:mol.m-3	mole per cubic metre	A unit which is equal to 1 mole per 1 cubic metre.
unit:mol.m-3.s-1	mole per cubic metre second	A unit which is equal to 1 mole per 1 cubic metre by 1 second.
unit:mol.min-1	mole per minute	A unit which is equal to 1 mole per 1 minute.
unit:mol.mol-1	mole per mole	A unit which is equal to 1 mole per 1 mole.
unit:mol.nL-1	mole per nanolitre	A unit which is equal to 1 mole per 10⁻⁹ litre.
unit:mol.nm-1	mole per nanometre	A unit which is equal to 1 mole per 10⁻⁹ metre.
unit:mol.s-1	mole per second	A unit which is equal to 1 mole per 1 second.
unit:mol.uL-1	mole per microlitre	A unit which is equal to 1 mole per 10⁻⁶ litre.
unit:mol.um	mole micrometre	A unit which is equal to 1 mole by 10⁻⁶ metre.
unit:mol.um-1	mole per micrometre	A unit which is equal to 1 mole per 10⁻⁶ metre.
unit:mol.um.cm-2	mole micrometre per square centimetre	A unit which is equal to 1 mole by 10⁻⁶ metre per 10⁻² square metre.
unit:mol.um.cm-2.s-1	mole micrometre per square centimetre second	A unit which is equal to 1 mole by 10⁻⁶ metre per 10⁻² square metre by 1 second.
unit:mol.yL-1	mole per yoctolitre	A unit which is equal to 1 mole per 10⁻²⁴ litre.
unit:mol.ym-1	mole per yoctometre	A unit which is equal to 1 mole per 10⁻²⁴ metre.
unit:mol.zL-1	mole per zeptolitre	A unit which is equal to 1 mole per 10⁻²¹ litre.
unit:mol.zm-1	mole per zeptometre	A unit which is equal to 1 mole per 10⁻²¹ metre.
unit:mrad	milliradian	A unit which is equal to 10⁻³ radian.
unit:ms	millisecond	A unit which is equal to 10⁻³ second.
unit:ms-1	reciprocal millisecond	A unit which is equal to the reciprocal of 10⁻³ second.
unit:msr	millisteradian	A unit which is equal to 10⁻³ steradian.
unit:mt	millitonne	A unit which is equal to 10⁻³ tonne.
unit:mu	millidalton	A unit which is equal to 10⁻³ dalton.
unit:n%27%27	nanoplane angle second	A unit which is equal to 10⁻⁹ plane angle second.
unit:nA	nanoampere	A unit which is equal to 10⁻⁹ ampere.
unit:nB	nanobel	A unit which is equal to 10⁻⁹ bel.
unit:nBq	nanobecquerel	A unit which is equal to 10⁻⁹ becquerel.
unit:nBq.L-1	nanobecquerel per litre	A unit which is equal to 10⁻⁹ becquerel per 1 litre.
unit:nC	nanocoulomb	A unit which is equal to 10⁻⁹ coulomb.
unit:nF	nanofarad	A unit which is equal to 10⁻⁹ farad.
unit:nF.m-1	nanofarad per metre	A unit which is equal to 10⁻⁹ farad per 1 metre.
unit:nGy	nanogray	A unit which is equal to 10⁻⁹ gray.
unit:nH	nanohenry	A unit which is equal to 10⁻⁹ henry.
unit:nH.m-1	nanohenry per metre	A unit which is equal to 10⁻⁹ henry per 1 metre.
unit:nHz	nanohertz	A unit which is equal to 10⁻⁹ hertz.
unit:nJ	nanojoule	A unit which is equal to 10⁻⁹ joule.
unit:nK	nanokelvin	A unit which is equal to 10⁻⁹ kelvin.
unit:nL	nanolitre	A unit which is equal to 10⁻⁹ litre.
unit:nN	nanonewton	A unit which is equal to 10⁻⁹ newton.
unit:nNp	nanoneper	A unit which is equal to 10⁻⁹ neper.
unit:nOhm	nanoohm	A unit which is equal to 10⁻⁹ ohm.
unit:nPa	nanopascal	A unit which is equal to 10⁻⁹ pascal.
unit:nS	nanosiemens	A unit which is equal to 10⁻⁹ siemens.
unit:nS.cm-1	nanosiemens per centimetre	A unit which is equal to 10⁻⁹ siemens per 10⁻² metre.
unit:nS.m-1	nanosiemens per metre	A unit which is equal to 10⁻⁹ siemens per 1 metre.
unit:nSv	nanosievert	A unit which is equal to 10⁻⁹ sievert.
unit:nT	nanotesla	A unit which is equal to 10⁻⁹ tesla.
unit:nV	nanovolt	A unit which is equal to 10⁻⁹ volt.
unit:nW	nanowatt	A unit which is equal to 10⁻⁹ watt.
unit:nWb	nanoweber	A unit which is equal to 10⁻⁹ weber.
unit:nar	nanoare	A unit which is equal to 10⁻⁹ are.
unit:ncd	nanocandela	A unit which is equal to 10⁻⁹ candela.
unit:neV	nanoelectronvolt	A unit which is equal to 10⁻⁹ electronvolt.
unit:ng	nanogram	A unit which is equal to 10⁻⁹ gram.
unit:ng.L-1	nanogram per litre	A unit which is equal to 10⁻⁹ gram per 1 litre.
unit:ng.d-1	nanogram per day	A unit which is equal to 10⁻⁹ gram per 1 day.
unit:ng.kg-1	nanogram per kilogram	A unit which is equal to 10⁻⁹ gram per 10³ gram.
unit:ng.m-3	nanogram per cubic metre	A unit which is equal to 10⁻⁹ gram per 1 cubic metre.
unit:ng.mL-1	nanogram per millilitre	A unit which is equal to 10⁻⁹ gram per 10⁻³ litre.
unit:ng.uL-1	nanogram per microlitre	A unit which is equal to 10⁻⁹ gram per 10⁻⁶ litre.
unit:nkat	nanokatal	A unit which is equal to 10⁻⁹ katal.
unit:nkat.mg-1	nanokatal per milligram	A unit which is equal to 10⁻⁹ katal per 10⁻³ gram.
unit:nlm	nanolumen	A unit which is equal to 10⁻⁹ lumen.
unit:nlx	nanolux	A unit which is equal to 10⁻⁹ lux.
unit:nm	nanometre	A unit which is equal to 10⁻⁹ metre.
unit:nm.s-1	nanometre per second	A unit which is equal to 10⁻⁹ metre per 1 second.
unit:nm.s-2	nanometre per square second	A unit which is equal to 10⁻⁹ metre per 1 square second.
unit:nm2	square nanometre	A unit which is equal to 10⁻⁹ square metre.
unit:nm3	cubic nanometre	A unit which is equal to 10⁻⁹ cubic metre.
unit:nmol	nanomole	A unit which is equal to 10⁻⁹ mole.
unit:nmol.L-1	nanomole per litre	A unit which is equal to 10⁻⁹ mole per 1 litre.
unit:nmol.cm-3.h-1	nanomole per cubic centimetre hour	A unit which is equal to 10⁻⁹ mole per 10⁻² cubic metre by 1 hour.
unit:nmol.d-1.L-1	nanomole per day litre	A unit which is equal to 10⁻⁹ mole per 1 day by 1 litre.
unit:nmol.d-1.m-2	nanomole per day square metre	A unit which is equal to 10⁻⁹ mole per 1 day by 1 square metre.
unit:nmol.d-1.umol-1	nanomole per day micromole	A unit which is equal to 10⁻⁹ mole per 1 day by 10⁻⁶ mole.
unit:nmol.h-1.L-1	nanomole per hour litre	A unit which is equal to 10⁻⁹ mole per 1 hour by 1 litre.
unit:nmol.h-1.ug-1	nanomole per hour microgram	A unit which is equal to 10⁻⁹ mole per 1 hour by 10⁻⁶ gram.
unit:nmol.kg-1	nanomole per kilogram	A unit which is equal to 10⁻⁹ mole per 10³ gram.
unit:nmol.m-1	nanomole per metre	A unit which is equal to 10⁻⁹ mole per 1 metre.
unit:nmol.umol-1	nanomole per micromole	A unit which is equal to 10⁻⁹ mole per 10⁻⁶ mole.
unit:nrad	nanoradian	A unit which is equal to 10⁻⁹ radian.
unit:ns	nanosecond	A unit which is equal to 10⁻⁹ second.
unit:ns2	square nanosecond	A unit which is equal to 10⁻⁹ square second.
unit:nsr	nanosteradian	A unit which is equal to 10⁻⁹ steradian.
unit:nt	nanotonne	A unit which is equal to 10⁻⁹ tonne.
unit:nu	nanodalton	A unit which is equal to 10⁻⁹ dalton.
unit:osm	osmole	
unit:p%27%27	picoplane angle second	A unit which is equal to 10⁻¹² plane angle second.
unit:pA	picoampere	A unit which is equal to 10⁻¹² ampere.
unit:pA.L-1.umol-1	picoampere per litre micromole	A unit which is equal to 10⁻¹² ampere per 1 litre by 10⁻⁶ mole.
unit:pB	picobel	A unit which is equal to 10⁻¹² bel.
unit:pBq	picobecquerel	A unit which is equal to 10⁻¹² becquerel.
unit:pC	picocoulomb	A unit which is equal to 10⁻¹² coulomb.
unit:pF	picofarad	A unit which is equal to 10⁻¹² farad.
unit:pF.m-1	picofarad per metre	A unit which is equal to 10⁻¹² farad per 1 metre.
unit:pGy	picogray	A unit which is equal to 10⁻¹² gray.
unit:pH	picohenry	A unit which is equal to 10⁻¹² henry.
unit:pHz	picohertz	A unit which is equal to 10⁻¹² hertz.
unit:pJ	picojoule	A unit which is equal to 10⁻¹² joule.
unit:pK	picokelvin	A unit which is equal to 10⁻¹² kelvin.
unit:pL	picolitre	A unit which is equal to 10⁻¹² litre.
unit:pN	piconewton	A unit which is equal to 10⁻¹² newton.
unit:pNp	piconeper	A unit which is equal to 10⁻¹² neper.
unit:pOhm	picoohm	A unit which is equal to 10⁻¹² ohm.
unit:pPa	picopascal	A unit which is equal to 10⁻¹² pascal.
unit:pPa.km-1	picopascal per kilometre	A unit which is equal to 10⁻¹² pascal per 10³ metre.
unit:pS	picosiemens	A unit which is equal to 10⁻¹² siemens.
unit:pS.m-1	picosiemens per metre	A unit which is equal to 10⁻¹² siemens per 1 metre.
unit:pSv	picosievert	A unit which is equal to 10⁻¹² sievert.
unit:pT	picotesla	A unit which is equal to 10⁻¹² tesla.
unit:pV	picovolt	A unit which is equal to 10⁻¹² volt.
unit:pW	picowatt	A unit which is equal to 10⁻¹² watt.
unit:pW.cm-2.L-1	picowatt per square centimetre litre	A unit which is equal to 10⁻¹² watt per 10⁻² square metre by 1 litre.
unit:pW.m-2	picowatt per square metre	A unit which is equal to 10⁻¹² watt per 1 square metre.
unit:pWb	picoweber	A unit which is equal to 10⁻¹² weber.
unit:par	picoare	A unit which is equal to 10⁻¹² are.
unit:pc	parsec	
unit:pc-3	reciprocal cubic parsec	A unit which is equal to the reciprocal of 1 cubic parsec.
unit:pc3	cubic parsec	A unit which is equal to 1 cubic parsec.
unit:pcd	picocandela	A unit which is equal to 10⁻¹² candela.
unit:peV	picoelectronvolt	A unit which is equal to 10⁻¹² electronvolt.
unit:pg	picogram	A unit which is equal to 10⁻¹² gram.
unit:pg.L-1	picogram per litre	A unit which is equal to 10⁻¹² gram per 1 litre.
unit:pg.g-1	picogram per gram	A unit which is equal to 10⁻¹² gram per 1 gram.
unit:pg.kg-1	picogram per kilogram	A unit which is equal to 10⁻¹² gram per 10³ gram.
unit:ph	phot	
unit:pkat	picokatal	A unit which is equal to 10⁻¹² katal.
unit:plm	picolumen	A unit which is equal to 10⁻¹² lumen.
unit:plx	picolux	A unit which is equal to 10⁻¹² lux.
unit:pm	picometre	A unit which is equal to 10⁻¹² metre.
unit:pmol	picomole	A unit which is equal to 10⁻¹² mole.
unit:pmol.L-1	picomole per litre	A unit which is equal to 10⁻¹² mole per 1 litre.
unit:pmol.d-1.L-1	picomole per day litre	A unit which is equal to 10⁻¹² mole per 1 day by 1 litre.
unit:pmol.d-1.m-2	picomole per day square metre	A unit which is equal to 10⁻¹² mole per 1 day by 1 square metre.
unit:pmol.h-1.L-1	picomole per hour litre	A unit which is equal to 10⁻¹² mole per 1 hour by 1 litre.
unit:pmol.kg-1	picomole per kilogram	A unit which is equal to 10⁻¹² mole per 10³ gram.
unit:pmol.m-1.s-1.W-1	picomole per metre second watt	A unit which is equal to 10⁻¹² mole per 1 metre by 1 second by 1 watt.
unit:pmol.m-3	picomole per cubic metre	A unit which is equal to 10⁻¹² mole per 1 cubic metre.
unit:pmol.m-3.s-1	picomole per cubic metre second	A unit which is equal to 10⁻¹² mole per 1 cubic metre by 1 second.
unit:prad	picoradian	A unit which is equal to 10⁻¹² radian.
unit:ps	picosecond	A unit which is equal to 10⁻¹² second.
unit:psr	picosteradian	A unit which is equal to 10⁻¹² steradian.
unit:pt	picotonne	A unit which is equal to 10⁻¹² tonne.
unit:pu	picodalton	A unit which is equal to 10⁻¹² dalton.
unit:rad	radian	A special named SI unit which 1) is a unit of plane angle and 2) is equal to a metre per metre.
unit:rad.h-1	radian per hour	A unit which is equal to 1 radian per 1 hour.
unit:rad.m-1	radian per metre	A unit which is equal to 1 radian per 1 metre.
unit:rad.m-2.mol-1	radian per square metre mole	A unit which is equal to 1 radian per 1 square metre by 1 mole.
unit:rad.min-1	radian per minute	A unit which is equal to 1 radian per 1 minute.
unit:rad.s-1	radian per second	A unit which is equal to 1 radian per 1 second.
unit:rad.s-2	radian per square second	A unit which is equal to 1 radian per 1 square second.
unit:s	second	An SI base unit which 1) is the SI unit of time and 2) is defined by taking the fixed numerical value of the caesium frequency
unit:s-1	reciprocal second	A unit which is equal to the reciprocal of 1 second.
unit:s-1.T-1	reciprocal second tesla	A unit which is equal to the reciprocal of 1 second by 1 tesla.
unit:s-1.sr-1	reciprocal second steradian	A unit which is equal to the reciprocal of 1 second by 1 steradian.
unit:s-2	reciprocal square second	A unit which is equal to the reciprocal of 1 square second.
unit:s.T	second tesla	A unit which is equal to 1 second by 1 tesla.
unit:s.V.cm-2	second volt per square centimetre	A unit which is equal to 1 second by 1 volt per 10⁻² square metre.
unit:s.V.m-1	second volt per metre	A unit which is equal to 1 second by 1 volt per 1 metre.
unit:s.W	second watt	A unit which is equal to 1 second by 1 watt.
unit:s.W.m-2	second watt per square metre	A unit which is equal to 1 second by 1 watt per 1 square metre.
unit:s.d-1	second per day	A unit which is equal to 1 second per 1 day.
unit:s.m-1	second per metre	A unit which is equal to 1 second per 1 metre.
unit:s.m-2	second per square metre	A unit which is equal to 1 second per 1 square metre.
unit:s2	square second	A unit which is equal to 1 square second.
unit:sb	stilb	
unit:sph	solid angle spere	
unit:sr	steradian	A special named SI unit which 1) is a unit of solid angle and 2) is equal to a square metre per square metre.
unit:sr-1	reciprocal steradian	A unit which is equal to the reciprocal of 1 steradian.
unit:sr.W.m-2	steradian watt per square metre	A unit which is equal to 1 steradian by 1 watt per 1 square metre.
unit:st	stere	
unit:t	tonne	A unit which 1) is a unit of mass
unit:t.d-1	tonne per day	A unit which is equal to 1 tonne per 1 day.
unit:t.har-1	tonne per hectare	A unit which is equal to 1 tonne per 10² are.
unit:t.m-3	tonne per cubic metre	A unit which is equal to 1 tonne per 1 cubic metre.
unit:t.min-1	tonne per minute	A unit which is equal to 1 tonne per 1 minute.
unit:t.s-1	tonne per second	A unit which is equal to 1 tonne per 1 second.
unit:tex	tex	
unit:u	dalton	A unit which 1) is a unit of mass
unit:u%27%27	microplane angle second	A unit which is equal to 10⁻⁶ plane angle second.
unit:uA	microampere	A unit which is equal to 10⁻⁶ ampere.
unit:uB	microbel	A unit which is equal to 10⁻⁶ bel.
unit:uBq	microbecquerel	A unit which is equal to 10⁻⁶ becquerel.
unit:uBq.L-1	microbecquerel per litre	A unit which is equal to 10⁻⁶ becquerel per 1 litre.
unit:uBq.kg-1	microbecquerel per kilogram	A unit which is equal to 10⁻⁶ becquerel per 10³ gram.
unit:uC	microcoulomb	A unit which is equal to 10⁻⁶ coulomb.
unit:uC.m-2	microcoulomb per square metre	A unit which is equal to 10⁻⁶ coulomb per 1 square metre.
unit:uC.m-3	microcoulomb per cubic metre	A unit which is equal to 10⁻⁶ coulomb per 1 cubic metre.
unit:uF	microfarad	A unit which is equal to 10⁻⁶ farad.
unit:uF.km-1	microfarad per kilometre	A unit which is equal to 10⁻⁶ farad per 10³ metre.
unit:uF.m-1	microfarad per metre	A unit which is equal to 10⁻⁶ farad per 1 metre.
unit:uGy	microgray	A unit which is equal to 10⁻⁶ gray.
unit:uH	microhenry	A unit which is equal to 10⁻⁶ henry.
unit:uH.Ohm-1	microhenry per ohm	A unit which is equal to 10⁻⁶ henry per 1 ohm.
unit:uH.kOhm-1	microhenry per kiloohm	A unit which is equal to 10⁻⁶ henry per 10³ ohm.
unit:uH.m-1	microhenry per metre	A unit which is equal to 10⁻⁶ henry per 1 metre.
unit:uHz	microhertz	A unit which is equal to 10⁻⁶ hertz.
unit:uJ	microjoule	A unit which is equal to 10⁻⁶ joule.
unit:uK	microkelvin	A unit which is equal to 10⁻⁶ kelvin.
unit:uL	microlitre	A unit which is equal to 10⁻⁶ litre.
unit:uL.L-1	microlitre per litre	A unit which is equal to 10⁻⁶ litre per 1 litre.
unit:uL.kg-1	microlitre per kilogram	A unit which is equal to 10⁻⁶ litre per 10³ gram.
unit:uL.m-1	microlitre per metre	A unit which is equal to 10⁻⁶ litre per 1 metre.
unit:uN	micronewton	A unit which is equal to 10⁻⁶ newton.
unit:uNp	microneper	A unit which is equal to 10⁻⁶ neper.
unit:uOhm	microohm	A unit which is equal to 10⁻⁶ ohm.
unit:uPa	micropascal	A unit which is equal to 10⁻⁶ pascal.
unit:uS	microsiemens	A unit which is equal to 10⁻⁶ siemens.
unit:uS.cm-1	microsiemens per centimetre	A unit which is equal to 10⁻⁶ siemens per 10⁻² metre.
unit:uS.m-1	microsiemens per metre	A unit which is equal to 10⁻⁶ siemens per 1 metre.
unit:uSv	microsievert	A unit which is equal to 10⁻⁶ sievert.
unit:uSv.h-1	microsievert per hour	A unit which is equal to 10⁻⁶ sievert per 1 hour.
unit:uT	microtesla	A unit which is equal to 10⁻⁶ tesla.
unit:uV	microvolt	A unit which is equal to 10⁻⁶ volt.
unit:uV.m-1	microvolt per metre	A unit which is equal to 10⁻⁶ volt per 1 metre.
unit:uW	microwatt	A unit which is equal to 10⁻⁶ watt.
unit:uW.m-2	microwatt per square metre	A unit which is equal to 10⁻⁶ watt per 1 square metre.
unit:uWb	microweber	A unit which is equal to 10⁻⁶ weber.
unit:uar	microare	A unit which is equal to 10⁻⁶ are.
unit:ucd	microcandela	A unit which is equal to 10⁻⁶ candela.
unit:ueV	microelectronvolt	A unit which is equal to 10⁻⁶ electronvolt.
unit:ug	microgram	A unit which is equal to 10⁻⁶ gram.
unit:ug.J-1	microgram per joule	A unit which is equal to 10⁻⁶ gram per 1 joule.
unit:ug.L-1	microgram per litre	A unit which is equal to 10⁻⁶ gram per 1 litre.
unit:ug.cm-3	microgram per cubic centimetre	A unit which is equal to 10⁻⁶ gram per 10⁻² cubic metre.
unit:ug.d-1.m-2	microgram per day square metre	A unit which is equal to 10⁻⁶ gram per 1 day by 1 square metre.
unit:ug.g-1	microgram per gram	A unit which is equal to 10⁻⁶ gram per 1 gram.
unit:ug.h-1.L-1	microgram per hour litre	A unit which is equal to 10⁻⁶ gram per 1 hour by 1 litre.
unit:ug.h-1.m-3	microgram per hour cubic metre	A unit which is equal to 10⁻⁶ gram per 1 hour by 1 cubic metre.
unit:ug.hg-1	microgram per hectogram	A unit which is equal to 10⁻⁶ gram per 10² gram.
unit:ug.kg-1	microgram per kilogram	A unit which is equal to 10⁻⁶ gram per 10³ gram.
unit:ug.m-2.s-1	microgram per square metre second	A unit which is equal to 10⁻⁶ gram per 1 square metre by 1 second.
unit:ug.m-3	microgram per cubic metre	A unit which is equal to 10⁻⁶ gram per 1 cubic metre.
unit:ug.mL-1	microgram per millilitre	A unit which is equal to 10⁻⁶ gram per 10⁻³ litre.
unit:ukat	microkatal	A unit which is equal to 10⁻⁶ katal.
unit:ulm	microlumen	A unit which is equal to 10⁻⁶ lumen.
unit:ulx	microlux	A unit which is equal to 10⁻⁶ lux.
unit:um	micrometre	A unit which is equal to 10⁻⁶ metre.
unit:um.K-1	micrometre per kelvin	A unit which is equal to 10⁻⁶ metre per 1 kelvin.
unit:um.d-1.L-1	micrometre per day litre	A unit which is equal to 10⁻⁶ metre per 1 day by 1 litre.
unit:um.s-1	micrometre per second	A unit which is equal to 10⁻⁶ metre per 1 second.
unit:um.s-2	micrometre per square second	A unit which is equal to 10⁻⁶ metre per 1 square second.
unit:um2	square micrometre	A unit which is equal to 10⁻⁶ square metre.
unit:um2.mL-1	square micrometre per millilitre	A unit which is equal to 10⁻⁶ square metre per 10⁻³ litre.
unit:um3	cubic micrometre	A unit which is equal to 10⁻⁶ cubic metre.
unit:um3.m-3	cubic micrometre per cubic metre	A unit which is equal to 10⁻⁶ cubic metre per 1 cubic metre.
unit:um3.mL-1	cubic micrometre per millilitre	A unit which is equal to 10⁻⁶ cubic metre per 10⁻³ litre.
unit:umol	micromole	A unit which is equal to 10⁻⁶ mole.
unit:umol.L-1	micromole per litre	A unit which is equal to 10⁻⁶ mole per 1 litre.
unit:umol.d-1.m-2	micromole per day square metre	A unit which is equal to 10⁻⁶ mole per 1 day by 1 square metre.
unit:umol.d-1.umol-1	micromole per day micromole	A unit which is equal to 10⁻⁶ mole per 1 day by 10⁻⁶ mole.
unit:umol.g-1.s-1	micromole per gram second	A unit which is equal to 10⁻⁶ mole per 1 gram by 1 second.
unit:umol.h-1.L-1	micromole per hour litre	A unit which is equal to 10⁻⁶ mole per 1 hour by 1 litre.
unit:umol.h-1.m-2	micromole per hour square metre	A unit which is equal to 10⁻⁶ mole per 1 hour by 1 square metre.
unit:umol.kg-1	micromole per kilogram	A unit which is equal to 10⁻⁶ mole per 10³ gram.
unit:umol.m-1	micromole per metre	A unit which is equal to 10⁻⁶ mole per 1 metre.
unit:umol.m-2.s-1	micromole per square metre second	A unit which is equal to 10⁻⁶ mole per 1 square metre by 1 second.
unit:umol.m-3	micromole per cubic metre	A unit which is equal to 10⁻⁶ mole per 1 cubic metre.
unit:umol.mol-1	micromole per mole	A unit which is equal to 10⁻⁶ mole per 1 mole.
unit:umol.s-1	micromole per second	A unit which is equal to 10⁻⁶ mole per 1 second.
unit:urad	microradian	A unit which is equal to 10⁻⁶ radian.
unit:us	microsecond	A unit which is equal to 10⁻⁶ second.
unit:us2	square microsecond	A unit which is equal to 10⁻⁶ square second.
unit:usr	microsteradian	A unit which is equal to 10⁻⁶ steradian.
unit:ut	microtonne	A unit which is equal to 10⁻⁶ tonne.
unit:uu	microdalton	A unit which is equal to 10⁻⁶ dalton.
unit:wk	week	
unit:wk-1	reciprocal week	A unit which is equal to the reciprocal of 1 week.
unit:y%27%27	yoctoplane angle second	A unit which is equal to 10⁻²⁴ plane angle second.
unit:yA	yoctoampere	A unit which is equal to 10⁻²⁴ ampere.
unit:yB	yoctobel	A unit which is equal to 10⁻²⁴ bel.
unit:yBq	yoctobecquerel	A unit which is equal to 10⁻²⁴ becquerel.
unit:yC	yoctocoulomb	A unit which is equal to 10⁻²⁴ coulomb.
unit:yF	yoctofarad	A unit which is equal to 10⁻²⁴ farad.
unit:yGy	yoctogray	A unit which is equal to 10⁻²⁴ gray.
unit:yH	yoctohenry	A unit which is equal to 10⁻²⁴ henry.
unit:yHz	yoctohertz	A unit which is equal to 10⁻²⁴ hertz.
unit:yJ	yoctojoule	A unit which is equal to 10⁻²⁴ joule.
unit:yK	yoctokelvin	A unit which is equal to 10⁻²⁴ kelvin.
unit:yL	yoctolitre	A unit which is equal to 10⁻²⁴ litre.
unit:yN	yoctonewton	A unit which is equal to 10⁻²⁴ newton.
unit:yNp	yoctoneper	A unit which is equal to 10⁻²⁴ neper.
unit:yOhm	yoctoohm	A unit which is equal to 10⁻²⁴ ohm.
unit:yPa	yoctopascal	A unit which is equal to 10⁻²⁴ pascal.
unit:yS	yoctosiemens	A unit which is equal to 10⁻²⁴ siemens.
unit:ySv	yoctosievert	A unit which is equal to 10⁻²⁴ sievert.
unit:yT	yoctotesla	A unit which is equal to 10⁻²⁴ tesla.
unit:yV	yoctovolt	A unit which is equal to 10⁻²⁴ volt.
unit:yW	yoctowatt	A unit which is equal to 10⁻²⁴ watt.
unit:yWb	yoctoweber	A unit which is equal to 10⁻²⁴ weber.
unit:yar	yoctoare	A unit which is equal to 10⁻²⁴ are.
unit:ycd	yoctocandela	A unit which is equal to 10⁻²⁴ candela.
unit:yeV	yoctoelectronvolt	A unit which is equal to 10⁻²⁴ electronvolt.
unit:yg	yoctogram	A unit which is equal to 10⁻²⁴ gram.
unit:yg.L-1	yoctogram per litre	A unit which is equal to 10⁻²⁴ gram per 1 litre.
unit:ykat	yoctokatal	A unit which is equal to 10⁻²⁴ katal.
unit:ylm	yoctolumen	A unit which is equal to 10⁻²⁴ lumen.
unit:ylx	yoctolux	A unit which is equal to 10⁻²⁴ lux.
unit:ym	yoctometre	A unit which is equal to 10⁻²⁴ metre.
unit:ym.s-1	yoctometre per second	A unit which is equal to 10⁻²⁴ metre per 1 second.
unit:ym.s-2	yoctometre per square second	A unit which is equal to 10⁻²⁴ metre per 1 square second.
unit:ym2	square yoctometre	A unit which is equal to 10⁻²⁴ square metre.
unit:ym3	cubic yoctometre	A unit which is equal to 10⁻²⁴ cubic metre.
unit:ymol	yoctomole	A unit which is equal to 10⁻²⁴ mole.
unit:ymol.L-1	yoctomole per litre	A unit which is equal to 10⁻²⁴ mole per 1 litre.
unit:ymol.m-1	yoctomole per metre	A unit which is equal to 10⁻²⁴ mole per 1 metre.
unit:yrad	yoctoradian	A unit which is equal to 10⁻²⁴ radian.
unit:ys	yoctosecond	A unit which is equal to 10⁻²⁴ second.
unit:ys2	square yoctosecond	A unit which is equal to 10⁻²⁴ square second.
unit:ysr	yoctosteradian	A unit which is equal to 10⁻²⁴ steradian.
unit:yt	yoctotonne	A unit which is equal to 10⁻²⁴ tonne.
unit:yu	yoctodalton	A unit which is equal to 10⁻²⁴ dalton.
